year_film,year_ceremony,ceremony,category,name,film,win,total_noms,total_wins,imdb_id
1970,1971,43,Best Picture,"Ross Hunter, Producer",Airport,0,,,
1970,1971,43,Best Actress,Carrie Snodgress,Diary of a Mad Housewife,0,,,
1970,1971,43,Best Director,Federico Fellini,Fellini Satyricon,0,,,
1970,1971,43,Best Actor,Jack Nicholson,Five Easy Pieces,0,,,
1970,1971,43,Best Picture,"Bob Rafelson and Richard Wechsler, Producers",Five Easy Pieces,0,,,
1970,1971,43,Best Actor,Melvyn Douglas,I Never Sang for My Father,0,,,
1970,1971,43,Best Actor,Ryan O'Neal,Love Story,0,,,
1970,1971,43,Best Actress,Ali MacGraw,Love Story,0,,,
1970,1971,43,Best Director,Arthur Hiller,Love Story,0,,,
1970,1971,43,Best Picture,"Howard G. Minsky, Producer",Love Story,0,,,
1970,1971,43,Best Director,Robert Altman,M*A*S*H,0,,,
1970,1971,43,Best Picture,"Ingo Preminger, Producer",M*A*S*H,0,,,
1970,1971,43,Best Actor,George C. Scott,Patton,1,,,
1970,1971,43,Best Director,Franklin J. Schaffner,Patton,1,,,
1970,1971,43,Best Picture,"Frank McCarthy, Producer",Patton,1,,,
1970,1971,43,Best Actress,Sarah Miles,Ryan's Daughter,0,,,
1970,1971,43,Best Actor,James Earl Jones,The Great White Hope,0,,,
1970,1971,43,Best Actress,Jane Alexander,The Great White Hope,0,,,
1970,1971,43,Best Actress,Glenda Jackson,Women in Love,1,,,
1970,1971,43,Best Director,Ken Russell,Women in Love,0,,,
1971,1972,44,Best Director,Stanley Kubrick,A Clockwork Orange,0,,,
1971,1972,44,Best Picture,"Stanley Kubrick, Producer",A Clockwork Orange,0,,,
1971,1972,44,Best Actor,Topol,Fiddler on the Roof,0,,,
1971,1972,44,Best Director,Norman Jewison,Fiddler on the Roof,0,,,
1971,1972,44,Best Picture,"Norman Jewison, Producer",Fiddler on the Roof,0,,,
1971,1972,44,Best Actress,Jane Fonda,Klute,1,,,
1971,1972,44,Best Actor,Walter Matthau,Kotch,0,,,
1971,1972,44,Best Actress,Vanessa Redgrave,"Mary, Queen of Scots",0,,,
1971,1972,44,Best Actress,Julie Christie,McCabe & Mrs. Miller,0,,,
1971,1972,44,Best Actress,Janet Suzman,Nicholas and Alexandra,0,,,
1971,1972,44,Best Picture,"Sam Spiegel, Producer",Nicholas and Alexandra,0,,,
1971,1972,44,Best Actor,Peter Finch,Sunday Bloody Sunday,0,,,
1971,1972,44,Best Actress,Glenda Jackson,Sunday Bloody Sunday,0,,,
1971,1972,44,Best Director,John Schlesinger,Sunday Bloody Sunday,0,,,
1971,1972,44,Best Actor,Gene Hackman,The French Connection,1,,,
1971,1972,44,Best Director,William Friedkin,The French Connection,1,,,
1971,1972,44,Best Picture,"Philip D'Antoni, Producer",The French Connection,1,,,
1971,1972,44,Best Actor,George C. Scott,The Hospital,0,,,
1971,1972,44,Best Director,Peter Bogdanovich,The Last Picture Show,0,,,
1971,1972,44,Best Picture,"Stephen J. Friedman, Producer",The Last Picture Show,0,,,
1972,1973,45,Best Actress,Liza Minnelli,Cabaret,1,,,
1972,1973,45,Best Director,Bob Fosse,Cabaret,1,,,
1972,1973,45,Best Picture,"Cy Feuer, Producer",Cabaret,0,,,
1972,1973,45,Best Director,John Boorman,Deliverance,0,,,
1972,1973,45,Best Picture,"John Boorman, Producer",Deliverance,0,,,
1972,1973,45,Best Actress,Diana Ross,Lady Sings the Blues,0,,,
1972,1973,45,Best Actor,Michael Caine,Sleuth,0,,,
1972,1973,45,Best Actor,Laurence Olivier,Sleuth,0,,,
1972,1973,45,Best Director,Joseph L. Mankiewicz,Sleuth,0,,,
1972,1973,45,Best Actor,Paul Winfield,Sounder,0,,,
1972,1973,45,Best Actress,Cicely Tyson,Sounder,0,,,
1972,1973,45,Best Picture,"Robert B. Radnitz, Producer",Sounder,0,,,
1972,1973,45,Best Actress,Liv Ullmann,The Emigrants,0,,,
1972,1973,45,Best Director,Jan Troell,The Emigrants,0,,,
1972,1973,45,Best Picture,"Bengt Forslund, Producer",The Emigrants,0,,,
1972,1973,45,Best Actor,Marlon Brando,The Godfather,1,,,
1972,1973,45,Best Director,Francis Ford Coppola,The Godfather,0,,,
1972,1973,45,Best Picture,"Albert S. Ruddy, Producer",The Godfather,1,,,
1972,1973,45,Best Actor,Peter O'Toole,The Ruling Class,0,,,
1972,1973,45,Best Actress,Maggie Smith,Travels with My Aunt,0,,,
1973,1974,46,Best Actress,Glenda Jackson,A Touch of Class,1,,,
1973,1974,46,Best Picture,"Melvin Frank, Producer",A Touch of Class,0,,,
1973,1974,46,Best Director,George Lucas,American Graffiti,0,,,
1973,1974,46,Best Picture,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,0,,,
1973,1974,46,Best Actress,Marsha Mason,Cinderella Liberty,0,,,
1973,1974,46,Best Director,Ingmar Bergman,Cries and Whispers,0,,,
1973,1974,46,Best Picture,"Ingmar Bergman, Producer",Cries and Whispers,0,,,
1973,1974,46,Best Actor,Marlon Brando,Last Tango in Paris,0,,,
1973,1974,46,Best Director,Bernardo Bertolucci,Last Tango in Paris,0,,,
1973,1974,46,Best Actor,Jack Lemmon,Save the Tiger,1,,,
1973,1974,46,Best Actor,Al Pacino,Serpico,0,,,
1973,1974,46,Best Actress,Joanne Woodward,"Summer Wishes, Winter Dreams",0,,,
1973,1974,46,Best Actress,Ellen Burstyn,The Exorcist,0,,,
1973,1974,46,Best Director,William Friedkin,The Exorcist,0,,,
1973,1974,46,Best Picture,"William Peter Blatty, Producer",The Exorcist,0,,,
1973,1974,46,Best Actor,Jack Nicholson,The Last Detail,0,,,
1973,1974,46,Best Actor,Robert Redford,The Sting,0,,,
1973,1974,46,Best Director,George Roy Hill,The Sting,1,,,
1973,1974,46,Best Picture,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,1,,,
1973,1974,46,Best Actress,Barbra Streisand,The Way We Were,0,,,
1974,1975,47,Best Actress,Gena Rowlands,A Woman under the Influence,0,,,
1974,1975,47,Best Director,John Cassavetes,A Woman under the Influence,0,,,
1974,1975,47,Best Actress,Ellen Burstyn,Alice Doesn't Live Here Anymore,1,,,
1974,1975,47,Best Actor,Jack Nicholson,Chinatown,0,,,
1974,1975,47,Best Actress,Faye Dunaway,Chinatown,0,,,
1974,1975,47,Best Director,Roman Polanski,Chinatown,0,,,
1974,1975,47,Best Picture,"Robert Evans, Producer",Chinatown,0,,,
1974,1975,47,Best Actress,Diahann Carroll,Claudine,0,,,
1974,1975,47,Best Director,Francois Truffaut,Day for Night,0,,,
1974,1975,47,Best Actor,Art Carney,Harry and Tonto,1,,,
1974,1975,47,Best Actor,Dustin Hoffman,Lenny,0,,,
1974,1975,47,Best Actress,Valerie Perrine,Lenny,0,,,
1974,1975,47,Best Director,Bob Fosse,Lenny,0,,,
1974,1975,47,Best Picture,"Marvin Worth, Producer",Lenny,0,,,
1974,1975,47,Best Actor,Albert Finney,Murder on the Orient Express,0,,,
1974,1975,47,Best Picture,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,0,,,
1974,1975,47,Best Actor,Al Pacino,The Godfather Part II,0,,,
1974,1975,47,Best Director,Francis Ford Coppola,The Godfather Part II,1,,,
1974,1975,47,Best Picture,"Francis Ford Coppola, Producer;  Gray Frederickson and Fred Roos, Co-Producers",The Godfather Part II,1,,,
1974,1975,47,Best Picture,"Irwin Allen, Producer",The Towering Inferno,0,,,
1975,1976,48,Best Director,Federico Fellini,Amarcord,0,,,
1975,1976,48,Best Director,Stanley Kubrick,Barry Lyndon,0,,,
1975,1976,48,Best Picture,"Stanley Kubrick, Producer",Barry Lyndon,0,,,
1975,1976,48,Best Actor,Al Pacino,Dog Day Afternoon,0,,,
1975,1976,48,Best Director,Sidney Lumet,Dog Day Afternoon,0,,,
1975,1976,48,Best Picture,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon,0,,,
1975,1976,48,Best Actor,James Whitmore,"Give 'em Hell, Harry!",0,,,
1975,1976,48,Best Actress,Glenda Jackson,Hedda,0,,,
1975,1976,48,Best Actress,Carol Kane,Hester Street,0,,,
1975,1976,48,Best Picture,"Richard D. Zanuck and David Brown, Producers",Jaws,0,,,
1975,1976,48,Best Director,Robert Altman,Nashville,0,,,
1975,1976,48,Best Picture,"Robert Altman, Producer",Nashville,0,,,
1975,1976,48,Best Actor,Jack Nicholson,One Flew over the Cuckoo's Nest,1,,,
1975,1976,48,Best Actress,Louise Fletcher,One Flew over the Cuckoo's Nest,1,,,
1975,1976,48,Best Director,Milos Forman,One Flew over the Cuckoo's Nest,1,,,
1975,1976,48,Best Picture,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,1,,,
1975,1976,48,Best Actor,Maximilian Schell,The Man in the Glass Booth,0,,,
1975,1976,48,Best Actress,Isabelle Adjani,The Story of Adele H.,0,,,
1975,1976,48,Best Actor,Walter Matthau,The Sunshine Boys,0,,,
1975,1976,48,Best Actress,Ann-Margret,Tommy,0,,,
1976,1977,49,Best Director,Alan J. Pakula,All the President's Men,0,,,
1976,1977,49,Best Picture,"Walter Coblenz, Producer",All the President's Men,0,,,
1976,1977,49,Best Picture,"Robert F. Blumofe and Harold Leventhal, Producers",Bound for Glory,0,,,
1976,1977,49,Best Actress,Sissy Spacek,Carrie,0,,,
1976,1977,49,Best Actress,Marie-Christine Barrault,"Cousin, Cousine",0,,,
1976,1977,49,Best Actress,Liv Ullmann,Face to Face,0,,,
1976,1977,49,Best Director,Ingmar Bergman,Face to Face,0,,,
1976,1977,49,Best Actor,Peter Finch,Network,1,,,
1976,1977,49,Best Actor,William Holden,Network,0,,,
1976,1977,49,Best Actress,Faye Dunaway,Network,1,,,
1976,1977,49,Best Director,Sidney Lumet,Network,0,,,
1976,1977,49,Best Picture,"Howard Gottfried, Producer",Network,0,,,
1976,1977,49,Best Actor,Sylvester Stallone,Rocky,0,,,
1976,1977,49,Best Actress,Talia Shire,Rocky,0,,,
1976,1977,49,Best Director,John G. Avildsen,Rocky,1,,,
1976,1977,49,Best Picture,"Irwin Winkler and Robert Chartoff, Producers",Rocky,1,,,
1976,1977,49,Best Actor,Giancarlo Giannini,Seven Beauties,0,,,
1976,1977,49,Best Director,Lina WertmÃ¼ller,Seven Beauties,0,,,
1976,1977,49,Best Actor,Robert De Niro,Taxi Driver,0,,,
1976,1977,49,Best Picture,"Michael Phillips and Julia Phillips, Producers",Taxi Driver,0,,,
1977,1978,50,Best Actor,Marcello Mastroianni,A Special Day,0,,,
1977,1978,50,Best Actor,Woody Allen,Annie Hall,0,,,
1977,1978,50,Best Actress,Diane Keaton,Annie Hall,1,,,
1977,1978,50,Best Director,Woody Allen,Annie Hall,1,,,
1977,1978,50,Best Picture,"Charles H. Joffe, Producer",Annie Hall,1,,,
1977,1978,50,Best Director,Steven Spielberg,Close Encounters of the Third Kind,0,,,
1977,1978,50,Best Actor,Richard Burton,Equus,0,,,
1977,1978,50,Best Actress,Jane Fonda,Julia,0,,,
1977,1978,50,Best Director,Fred Zinnemann,Julia,0,,,
1977,1978,50,Best Picture,"Richard Roth, Producer",Julia,0,,,
1977,1978,50,Best Actor,John Travolta,Saturday Night Fever,0,,,
1977,1978,50,Best Director,George Lucas,Star Wars,0,,,
1977,1978,50,Best Picture,"Gary Kurtz, Producer",Star Wars,0,,,
1977,1978,50,Best Actor,Richard Dreyfuss,The Goodbye Girl,1,,,
1977,1978,50,Best Actress,Marsha Mason,The Goodbye Girl,0,,,
1977,1978,50,Best Picture,"Ray Stark, Producer",The Goodbye Girl,0,,,
1977,1978,50,Best Actress,Anne Bancroft,The Turning Point,0,,,
1977,1978,50,Best Actress,Shirley MacLaine,The Turning Point,0,,,
1977,1978,50,Best Director,Herbert Ross,The Turning Point,0,,,
1977,1978,50,Best Picture,"Herbert Ross and Arthur Laurents, Producers",The Turning Point,0,,,
1978,1979,51,Best Actress,Jill Clayburgh,An Unmarried Woman,0,,,
1978,1979,51,Best Picture,"Paul Mazursky and Tony Ray, Producers",An Unmarried Woman,0,,,
1978,1979,51,Best Actress,Ingrid Bergman,Autumn Sonata,0,,,
1978,1979,51,Best Actor,Jon Voight,Coming Home,1,,,
1978,1979,51,Best Actress,Jane Fonda,Coming Home,1,,,
1978,1979,51,Best Director,Hal Ashby,Coming Home,0,,,
1978,1979,51,Best Picture,"Jerome Hellman, Producer",Coming Home,0,,,
1978,1979,51,Best Actor,Warren Beatty,Heaven Can Wait,0,,,
1978,1979,51,Best Director,"Warren Beatty, Buck Henry",Heaven Can Wait,0,,,
1978,1979,51,Best Picture,"Warren Beatty, Producer",Heaven Can Wait,0,,,
1978,1979,51,Best Actress,Geraldine Page,Interiors,0,,,
1978,1979,51,Best Director,Woody Allen,Interiors,0,,,
1978,1979,51,Best Director,Alan Parker,Midnight Express,0,,,
1978,1979,51,Best Picture,"Alan Marshall and David Puttnam, Producers",Midnight Express,0,,,
1978,1979,51,Best Actress,Ellen Burstyn,"Same Time, Next Year",0,,,
1978,1979,51,Best Actor,Laurence Olivier,The Boys from Brazil,0,,,
1978,1979,51,Best Actor,Gary Busey,The Buddy Holly Story,0,,,
1978,1979,51,Best Actor,Robert De Niro,The Deer Hunter,0,,,
1978,1979,51,Best Director,Michael Cimino,The Deer Hunter,1,,,
1978,1979,51,Best Picture,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,1,,,
1979,1980,52,Best Actor,Al Pacino,...And Justice for All,0,,,
1979,1980,52,Best Actor,Roy Scheider,All That Jazz,0,,,
1979,1980,52,Best Director,Bob Fosse,All That Jazz,0,,,
1979,1980,52,Best Picture,"Robert Alan Aurthur, Producer",All That Jazz,0,,,
1979,1980,52,Best Director,Francis Coppola,Apocalypse Now,0,,,
1979,1980,52,Best Picture,"Francis Coppola, Producer;  Fred Roos, Gray Frederickson and Tom Sternberg, Co-Producers",Apocalypse Now,0,,,
1979,1980,52,Best Actor,Peter Sellers,Being There,0,,,
1979,1980,52,Best Director,Peter Yates,Breaking Away,0,,,
1979,1980,52,Best Picture,"Peter Yates, Producer",Breaking Away,0,,,
1979,1980,52,Best Actress,Marsha Mason,Chapter Two,0,,,
1979,1980,52,Best Actor,Dustin Hoffman,Kramer vs. Kramer,1,,,
1979,1980,52,Best Director,Robert Benton,Kramer vs. Kramer,1,,,
1979,1980,52,Best Picture,"Stanley R. Jaffe, Producer",Kramer vs. Kramer,1,,,
1979,1980,52,Best Director,Edouard Molinaro,La Cage aux Folles,0,,,
1979,1980,52,Best Actress,Sally Field,Norma Rae,1,,,
1979,1980,52,Best Picture,"Tamara Asseyev and Alex Rose, Producers",Norma Rae,0,,,
1979,1980,52,Best Actress,Jill Clayburgh,Starting Over,0,,,
1979,1980,52,Best Actor,Jack Lemmon,The China Syndrome,0,,,
1979,1980,52,Best Actress,Jane Fonda,The China Syndrome,0,,,
1979,1980,52,Best Actress,Bette Midler,The Rose,0,,,
1980,1981,53,Best Actress,Sissy Spacek,Coal Miner's Daughter,1,,,
1980,1981,53,Best Picture,"Bernard Schwartz, Producer",Coal Miner's Daughter,0,,,
1980,1981,53,Best Actress,Gena Rowlands,Gloria,0,,,
1980,1981,53,Best Actress,Mary Tyler Moore,Ordinary People,0,,,
1980,1981,53,Best Director,Robert Redford,Ordinary People,1,,,
1980,1981,53,Best Picture,"Ronald L. Schwary, Producer",Ordinary People,1,,,
1980,1981,53,Best Actress,Goldie Hawn,Private Benjamin,0,,,
1980,1981,53,Best Actor,Robert De Niro,Raging Bull,1,,,
1980,1981,53,Best Director,Martin Scorsese,Raging Bull,0,,,
1980,1981,53,Best Picture,"Irwin Winkler and Robert Chartoff, Producers",Raging Bull,0,,,
1980,1981,53,Best Actress,Ellen Burstyn,Resurrection,0,,,
1980,1981,53,Best Director,Roman Polanski,Tess,0,,,
1980,1981,53,Best Picture,"Claude Berri, Producer;  Timothy Burrill, Co-Producer",Tess,0,,,
1980,1981,53,Best Actor,John Hurt,The Elephant Man,0,,,
1980,1981,53,Best Director,David Lynch,The Elephant Man,0,,,
1980,1981,53,Best Picture,"Jonathan Sanger, Producer",The Elephant Man,0,,,
1980,1981,53,Best Actor,Robert Duvall,The Great Santini,0,,,
1980,1981,53,Best Actor,Peter O'Toole,The Stunt Man,0,,,
1980,1981,53,Best Director,Richard Rush,The Stunt Man,0,,,
1980,1981,53,Best Actor,Jack Lemmon,Tribute,0,,,
1981,1982,54,Best Actor,Paul Newman,Absence of Malice,0,,,
1981,1982,54,Best Actor,Dudley Moore,Arthur,0,,,
1981,1982,54,Best Actor,Burt Lancaster,Atlantic City,0,,,
1981,1982,54,Best Actress,Susan Sarandon,Atlantic City,0,,,
1981,1982,54,Best Director,Louis Malle,Atlantic City,0,,,
1981,1982,54,Best Picture,"Denis Heroux and John Kemeny, Producers",Atlantic City,0,,,
1981,1982,54,Best Director,Hugh Hudson,Chariots of Fire,0,,,
1981,1982,54,Best Picture,"David Puttnam, Producer",Chariots of Fire,1,,,
1981,1982,54,Best Actor,Henry Fonda,On Golden Pond,1,,,
1981,1982,54,Best Actress,Katharine Hepburn,On Golden Pond,1,,,
1981,1982,54,Best Director,Mark Rydell,On Golden Pond,0,,,
1981,1982,54,Best Picture,"Bruce Gilbert, Producer",On Golden Pond,0,,,
1981,1982,54,Best Actress,Marsha Mason,Only When I Laugh,0,,,
1981,1982,54,Best Director,Steven Spielberg,Raiders of the Lost Ark,0,,,
1981,1982,54,Best Picture,"Frank Marshall, Producer",Raiders of the Lost Ark,0,,,
1981,1982,54,Best Actor,Warren Beatty,Reds,0,,,
1981,1982,54,Best Actress,Diane Keaton,Reds,0,,,
1981,1982,54,Best Director,Warren Beatty,Reds,1,,,
1981,1982,54,Best Picture,"Warren Beatty, Producer",Reds,0,,,
1981,1982,54,Best Actress,Meryl Streep,The French Lieutenant's Woman,0,,,
1982,1983,55,Best Actress,Debra Winger,An Officer and a Gentleman,0,,,
1982,1983,55,Best Director,Wolfgang Petersen,Das Boot,0,,,
1982,1983,55,Best Director,Steven Spielberg,E.T. The Extra-Terrestrial,0,,,
1982,1983,55,Best Picture,"Steven Spielberg and Kathleen Kennedy, Producers",E.T. The Extra-Terrestrial,0,,,
1982,1983,55,Best Actress,Jessica Lange,Frances,0,,,
1982,1983,55,Best Actor,Ben Kingsley,Gandhi,1,,,
1982,1983,55,Best Director,Richard Attenborough,Gandhi,1,,,
1982,1983,55,Best Picture,"Richard Attenborough, Producer",Gandhi,1,,,
1982,1983,55,Best Actor,Jack Lemmon,Missing,0,,,
1982,1983,55,Best Actress,Sissy Spacek,Missing,0,,,
1982,1983,55,Best Picture,"Edward Lewis and Mildred Lewis, Producers",Missing,0,,,
1982,1983,55,Best Actor,Peter O'Toole,My Favorite Year,0,,,
1982,1983,55,Best Actress,Meryl Streep,Sophie's Choice,1,,,
1982,1983,55,Best Actor,Paul Newman,The Verdict,0,,,
1982,1983,55,Best Director,Sidney Lumet,The Verdict,0,,,
1982,1983,55,Best Picture,"Richard D. Zanuck and David Brown, Producers",The Verdict,0,,,
1982,1983,55,Best Actor,Dustin Hoffman,Tootsie,0,,,
1982,1983,55,Best Director,Sydney Pollack,Tootsie,0,,,
1982,1983,55,Best Picture,"Sydney Pollack and Dick Richards, Producers",Tootsie,0,,,
1982,1983,55,Best Actress,Julie Andrews,Victor/Victoria,0,,,
1983,1984,56,Best Actor,Michael Caine,Educating Rita,0,,,
1983,1984,56,Best Actress,Julie Walters,Educating Rita,0,,,
1983,1984,56,Best Director,Ingmar Bergman,Fanny & Alexander,0,,,
1983,1984,56,Best Actor,Tom Conti,"Reuben, Reuben",0,,,
1983,1984,56,Best Actress,Meryl Streep,Silkwood,0,,,
1983,1984,56,Best Director,Mike Nichols,Silkwood,0,,,
1983,1984,56,Best Actor,Robert Duvall,Tender Mercies,1,,,
1983,1984,56,Best Director,Bruce Beresford,Tender Mercies,0,,,
1983,1984,56,Best Picture,"Philip S. Hobel, Producer",Tender Mercies,0,,,
1983,1984,56,Best Actress,Shirley MacLaine,Terms of Endearment,1,,,
1983,1984,56,Best Actress,Debra Winger,Terms of Endearment,0,,,
1983,1984,56,Best Director,James L. Brooks,Terms of Endearment,1,,,
1983,1984,56,Best Picture,"James L. Brooks, Producer",Terms of Endearment,1,,,
1983,1984,56,Best Actress,Jane Alexander,Testament,0,,,
1983,1984,56,Best Picture,"Michael Shamberg, Producer",The Big Chill,0,,,
1983,1984,56,Best Actor,Tom Courtenay,The Dresser,0,,,
1983,1984,56,Best Actor,Albert Finney,The Dresser,0,,,
1983,1984,56,Best Director,Peter Yates,The Dresser,0,,,
1983,1984,56,Best Picture,"Peter Yates, Producer",The Dresser,0,,,
1983,1984,56,Best Picture,"Irwin Winkler and Robert Chartoff, Producers",The Right Stuff,0,,,
1984,1985,57,Best Actress,Judy Davis,A Passage to India,0,,,
1984,1985,57,Best Director,David Lean,A Passage to India,0,,,
1984,1985,57,Best Picture,"John Brabourne and Richard Goodwin, Producers",A Passage to India,0,,,
1984,1985,57,Best Picture,"Norman Jewison, Ronald L. Schwary and Patrick Palmer, Producers",A Soldier's Story,0,,,
1984,1985,57,Best Actor,F. Murray Abraham,Amadeus,1,,,
1984,1985,57,Best Actor,Tom Hulce,Amadeus,0,,,
1984,1985,57,Best Director,Milos Forman,Amadeus,1,,,
1984,1985,57,Best Picture,"Saul Zaentz, Producer",Amadeus,1,,,
1984,1985,57,Best Director,Woody Allen,Broadway Danny Rose,0,,,
1984,1985,57,Best Actress,Jessica Lange,Country,0,,,
1984,1985,57,Best Actress,Sally Field,Places in the Heart,1,,,
1984,1985,57,Best Director,Robert Benton,Places in the Heart,0,,,
1984,1985,57,Best Picture,"Arlene Donovan, Producer",Places in the Heart,0,,,
1984,1985,57,Best Actor,Jeff Bridges,Starman,0,,,
1984,1985,57,Best Actress,Vanessa Redgrave,The Bostonians,0,,,
1984,1985,57,Best Actor,Sam Waterston,The Killing Fields,0,,,
1984,1985,57,Best Director,Roland JoffÃ©,The Killing Fields,0,,,
1984,1985,57,Best Picture,"David Puttnam, Producer",The Killing Fields,0,,,
1984,1985,57,Best Actress,Sissy Spacek,The River,0,,,
1984,1985,57,Best Actor,Albert Finney,Under the Volcano,0,,,
1985,1986,58,Best Actress,Anne Bancroft,Agnes of God,0,,,
1985,1986,58,Best Actor,William Hurt,Kiss of the Spider Woman,1,,,
1985,1986,58,Best Director,Hector Babenco,Kiss of the Spider Woman,0,,,
1985,1986,58,Best Picture,"David Weisman, Producer",Kiss of the Spider Woman,0,,,
1985,1986,58,Best Actor,James Garner,Murphy's Romance,0,,,
1985,1986,58,Best Actress,Meryl Streep,Out of Africa,0,,,
1985,1986,58,Best Director,Sydney Pollack,Out of Africa,1,,,
1985,1986,58,Best Picture,"Sydney Pollack, Producer",Out of Africa,1,,,
1985,1986,58,Best Actor,Jack Nicholson,Prizzi's Honor,0,,,
1985,1986,58,Best Director,John Huston,Prizzi's Honor,0,,,
1985,1986,58,Best Picture,"John Foreman, Producer",Prizzi's Honor,0,,,
1985,1986,58,Best Director,Akira Kurosawa,Ran,0,,,
1985,1986,58,Best Actor,Jon Voight,Runaway Train,0,,,
1985,1986,58,Best Actress,Jessica Lange,Sweet Dreams,0,,,
1985,1986,58,Best Actress,Whoopi Goldberg,The Color Purple,0,,,
